loan_id,loan_amount,loan_term,credit_score,income,employment_status,purpose_loan,property_ownership,approval_status
1FE13CED6,259,8,2,2894,Employed,Education,Owned,1
85AD7874B,248,10,2,3515,Employed,Investment,Owned,1
91FA556D7,875,8,2,5670,Employed,Investment,Mortgaged,0
79499034F,329,3,1,2288,Employed,Small Business Funding,Owned,1
DA3837A1D,811,2,3,9816,Self-employed,Education,Mortgaged,1
A4E8D01CF,661,9,1,3076,Unemployed,Debt Consolidation,Mortgaged,1
778F70034,166,2,4,9372,Unemployed,Education,Owned,1
766F4D2A2,911,9,4,3371,Employed,Small Business Funding,Owned,1
0870DC5DF,480,4,1,3074,Self-employed,Education,Mortgaged,1
66A231D3A,157,2,3,6934,Employed,Home Improvement,Rented,0
6C4EDFA1E,358,10,2,4959,Unemployed,Education,Rented,0
FE96ADECF,441,1,4,2039,Unemployed,Debt Consolidation,Owned,1
35D769000,937,4,4,8393,Self-employed,Small Business Funding,Owned,1
39B4A0DF1,229,9,1,8361,Employed,Small Business Funding,Rented,1
6A7475C13,826,9,4,6274,Self-employed,Debt Consolidation,Owned,1
C241BCA54,271,4,4,5622,Employed,Small Business Funding,Owned,0
FEFA04E65,869,9,2,2182,Self-employed,Education,Rented,1
8773ECCF4,713,6,2,3759,Unemployed,Small Business Funding,Owned,0
857EC5D8B,308,1,3,7283,Self-employed,Education,Rented,1
6E2A6D0F6,902,10,4,3769,Unemployed,Small Business Funding,Rented,1
5AED8266A,453,6,3,7496,Unemployed,Education,Rented,0
24C396185,570,9,3,6800,Employed,Education,Owned,1
EF6385B99,897,2,2,2496,Self-employed,Debt Consolidation,Mortgaged,1
1D2B150A1,215,6,2,2596,Self-employed,Debt Consolidation,Mortgaged,1
A6AA7267B,363,2,1,4508,Self-employed,Investment,Mortgaged,1
E2A70C375,761,4,2,5826,Self-employed,Debt Consolidation,Owned,1
C0278C17E,911,8,3,6569,Employed,Education,Owned,0
88EEE9878,541,7,4,2684,Employed,Education,Owned,0
C57828382,647,11,3,7156,Employed,Small Business Funding,Owned,0
6198A33CB,552,9,3,7718,Unemployed,Small Business Funding,Mortgaged,1
F1EE20827,944,7,3,7760,Unemployed,Investment,Rented,0
0F4D41658,576,1,2,9873,Unemployed,Education,Owned,0
11099869C,386,2,3,2318,Employed,Investment,Owned,1
3B6AA5D8D,402,6,1,5626,Unemployed,Education,Owned,1
9796B17EC,410,7,4,3435,Self-employed,Debt Consolidation,Rented,1
31C24C9DE,307,3,2,4403,Unemployed,Small Business Funding,Mortgaged,0
2C0F2DF45,717,9,3,7790,Employed,Investment,Owned,1
C81258FA1,545,7,1,4664,Employed,Home Improvement,Mortgaged,1
BFF3CC5D6,769,6,4,8084,Employed,Education,Owned,0
8174E530D,732,6,3,6324,Employed,Debt Consolidation,Mortgaged,1
F0D85F3BE,154,1,4,2728,Self-employed,Home Improvement,Owned,1
6D82EF8DE,111,5,2,3287,Unemployed,Debt Consolidation,Mortgaged,0
6BE6A7318,756,10,2,6001,Unemployed,Debt Consolidation,Owned,1
89624D8F8,499,3,1,7606,Employed,Education,Owned,0
DD9452DCA,747,7,2,2560,Unemployed,Debt Consolidation,Mortgaged,0
97780702F,614,10,1,3375,Self-employed,Investment,Mortgaged,1
CCA50E595,755,3,3,3465,Employed,Home Improvement,Rented,1
A834D6AD8,641,5,4,8778,Unemployed,Debt Consolidation,Rented,1
AC090E520,336,7,2,4506,Unemployed,Debt Consolidation,Rented,1
2C889E124,378,3,4,5886,Unemployed,Small Business Funding,Rented,0
3C7EBBD71,447,10,4,2024,Unemployed,Small Business Funding,Mortgaged,1
A4882D29F,726,2,3,3154,Employed,Investment,Rented,0
F4F1A6AC9,203,6,3,6465,Employed,Small Business Funding,Owned,1
87E9D7F88,729,8,2,3459,Self-employed,Debt Consolidation,Mortgaged,1
B6EBC9DDE,616,4,3,9391,Employed,Debt Consolidation,Owned,0
A61ED0FCB,971,9,4,7107,Unemployed,Home Improvement,Rented,0
1018B4526,347,8,1,6706,Unemployed,Small Business Funding,Rented,0
F47F7E346,463,7,1,7471,Unemployed,Education,Rented,1
40744B684,420,7,1,7921,Self-employed,Small Business Funding,Mortgaged,0
26D00A8F3,732,3,2,9652,Employed,Debt Consolidation,Owned,1
333071F3E,385,6,3,8131,Employed,Home Improvement,Owned,0
D8CEA7E17,248,5,3,3220,Employed,Small Business Funding,Mortgaged,1
3E93D8CF0,183,1,3,4156,Unemployed,Home Improvement,Rented,1
31B87C174,505,11,3,7979,Unemployed,Small Business Funding,Rented,1
25F659897,555,3,4,5291,Unemployed,Investment,Mortgaged,1
5FE4ED2DC,842,1,1,9943,Self-employed,Debt Consolidation,Owned,1
90806404C,899,4,4,8042,Self-employed,Debt Consolidation,Owned,1
1F18862D8,260,10,2,2719,Unemployed,Education,Owned,0
33CCB6A18,883,3,1,9486,Self-employed,Debt Consolidation,Owned,1
A4D2CFBFF,559,11,1,3105,Self-employed,Education,Rented,1
779840190,649,4,4,7656,Self-employed,Debt Consolidation,Rented,0
87D620BD2,599,9,2,5769,Employed,Small Business Funding,Mortgaged,1
9236EC6F4,837,3,2,4479,Self-employed,Small Business Funding,Mortgaged,0
65DF2EF3B,608,6,1,3920,Unemployed,Investment,Mortgaged,1
7550F6245,753,6,3,5079,Employed,Small Business Funding,Rented,1
86467856E,903,7,2,6731,Self-employed,Home Improvement,Rented,1
F222143BF,580,9,4,7268,Unemployed,Small Business Funding,Rented,0
4EE4BBD14,762,7,2,5169,Self-employed,Education,Mortgaged,0
AD01BF8CD,213,1,1,9895,Unemployed,Investment,Rented,0
0E75D7F66,848,8,3,5172,Unemployed,Home Improvement,Owned,1
AE91EA5C8,677,5,2,7849,Self-employed,Home Improvement,Rented,0
833613FBD,460,9,1,8510,Self-employed,Debt Consolidation,Owned,0
2033899B5,440,10,2,9629,Employed,Education,Owned,1
F3592C41D,869,5,3,9068,Self-employed,Small Business Funding,Owned,1
27C7B2844,860,5,4,8557,Unemployed,Small Business Funding,Rented,0
8A7E2BFFA,548,2,1,5330,Employed,Debt Consolidation,Mortgaged,1
2972614D6,942,11,1,8022,Unemployed,Small Business Funding,Owned,1
FDA719559,934,3,3,6451,Unemployed,Home Improvement,Owned,0
8CB1CBDF9,279,10,1,4058,Self-employed,Small Business Funding,Rented,1
DE7548ABC,801,9,3,7535,Unemployed,Small Business Funding,Rented,0
8ADFF4EA7,506,7,1,7690,Self-employed,Home Improvement,Owned,1
5A0C6105F,765,1,3,5321,Unemployed,Education,Mortgaged,1
08AEBCC02,295,3,2,7771,Employed,Education,Rented,1
82D477015,565,2,2,3870,Self-employed,Home Improvement,Owned,0
453EEBA66,410,1,2,5621,Employed,Home Improvement,Mortgaged,1
BC98A3E42,361,9,1,3145,Self-employed,Investment,Rented,1
31961A37E,518,8,3,5991,Employed,Investment,Mortgaged,1
AA458FEC9,505,5,3,8208,Self-employed,Small Business Funding,Owned,1
7928F6804,242,11,4,9825,Employed,Small Business Funding,Mortgaged,0
C07FB8469,441,2,2,5373,Employed,Investment,Owned,1
39C4819B0,415,1,4,2124,Self-employed,Small Business Funding,Rented,1
D38F3781E,200,7,2,2311,Self-employed,Education,Owned,1
005537285,343,11,4,9358,Unemployed,Education,Owned,1
D258D5C22,589,11,2,2774,Unemployed,Debt Consolidation,Rented,1
CBC770C79,111,2,3,9145,Self-employed,Investment,Owned,0
6092D87A3,338,1,2,4920,Self-employed,Education,Mortgaged,0
EB7DCA26D,660,2,1,7569,Employed,Debt Consolidation,Rented,1
6275AD9A7,141,7,2,3831,Employed,Home Improvement,Mortgaged,0
118B6254D,777,7,2,2693,Unemployed,Education,Rented,0
54523507E,693,10,3,7278,Unemployed,Debt Consolidation,Owned,1
E574610A9,528,6,1,3376,Unemployed,Small Business Funding,Mortgaged,1
EAA6562D0,902,5,3,7939,Employed,Debt Consolidation,Rented,0
788FD64A5,257,3,4,2989,Employed,Education,Mortgaged,0
AB2A7AE94,315,3,4,4846,Employed,Small Business Funding,Rented,1
4AC36BF72,769,11,1,8817,Unemployed,Small Business Funding,Rented,0
D4DB12E37,561,9,4,9430,Self-employed,Debt Consolidation,Mortgaged,1
EB094EB87,233,4,1,3752,Unemployed,Debt Consolidation,Mortgaged,1
441548CC0,166,9,2,4959,Employed,Education,Mortgaged,0
8CCE57921,947,4,4,4453,Unemployed,Small Business Funding,Mortgaged,0
4BDDC7E07,106,2,2,5043,Unemployed,Investment,Rented,1
83A166F61,625,4,3,3716,Unemployed,Debt Consolidation,Mortgaged,1
4F0331CE8,172,6,4,3626,Unemployed,Investment,Mortgaged,0
231F5793C,498,6,3,5088,Employed,Investment,Mortgaged,1
74A447247,504,5,3,8780,Unemployed,Small Business Funding,Mortgaged,1
5B9A69179,774,1,1,5331,Employed,Education,Mortgaged,1
578D72F11,677,3,3,6028,Unemployed,Investment,Mortgaged,1
F51F5037A,958,5,1,2889,Employed,Education,Owned,1
EA1F8569A,229,6,1,3378,Self-employed,Debt Consolidation,Owned,1
1A5614BD8,565,1,1,6584,Employed,Small Business Funding,Rented,1
033BD099E,305,9,1,9381,Employed,Home Improvement,Mortgaged,0
25C15CE1D,887,3,1,8382,Self-employed,Small Business Funding,Mortgaged,0
745C0D960,867,10,2,6275,Self-employed,Home Improvement,Rented,1
356BA82A9,365,3,1,7538,Self-employed,Debt Consolidation,Mortgaged,1
67BC9A77B,636,11,4,3707,Self-employed,Education,Mortgaged,1
C4991D9CA,892,2,1,9310,Self-employed,Debt Consolidation,Mortgaged,1
C15951C41,352,8,2,4364,Self-employed,Small Business Funding,Owned,1
C721B6F4D,921,3,4,7363,Unemployed,Home Improvement,Mortgaged,1
0235B6604,388,6,4,2231,Unemployed,Home Improvement,Owned,0
600BEE59E,263,2,2,9851,Self-employed,Small Business Funding,Mortgaged,0
8876B1400,194,7,4,3812,Employed,Small Business Funding,Mortgaged,0
DC561588B,881,4,2,3612,Employed,Debt Consolidation,Rented,1
9009388F9,932,9,3,7422,Self-employed,Investment,Rented,0
31B770A38,209,10,3,6426,Unemployed,Home Improvement,Mortgaged,1
7CB55AE19,435,9,1,6656,Unemployed,Small Business Funding,Mortgaged,1
34987A952,921,7,1,4996,Employed,Debt Consolidation,Mortgaged,1
616AA4BF8,337,8,1,2247,Self-employed,Investment,Owned,0
2711C8EAE,480,3,1,6378,Unemployed,Education,Mortgaged,1
0FC839E9E,535,11,2,7406,Self-employed,Small Business Funding,Rented,1
FC69B5D97,998,5,3,7035,Self-employed,Investment,Owned,0
3EA0F4097,582,2,2,4079,Employed,Education,Mortgaged,1
C99D9E0D9,124,10,4,7619,Self-employed,Education,Owned,1
18CFBF5AE,752,7,4,5741,Self-employed,Debt Consolidation,Owned,1
485CB5423,216,8,4,6625,Employed,Home Improvement,Owned,1
35F423CFD,581,9,4,6476,Unemployed,Small Business Funding,Owned,1
753828F8A,491,11,4,2062,Self-employed,Investment,Mortgaged,1
8BF84260D,636,11,3,6223,Employed,Education,Rented,1
9A19BE171,178,7,2,3551,Unemployed,Home Improvement,Owned,1
4B194A93B,679,10,4,8306,Self-employed,Education,Rented,1
B57C12EA5,272,10,1,5005,Unemployed,Small Business Funding,Owned,1
C993BE8D4,111,8,3,5322,Employed,Small Business Funding,Rented,1
6B3A6C9A6,899,9,1,9816,Self-employed,Debt Consolidation,Owned,0
E3341B48E,227,6,3,9997,Employed,Small Business Funding,Owned,0
2C13B747D,707,10,3,2294,Employed,Small Business Funding,Mortgaged,1
1FE196E01,191,2,1,6274,Self-employed,Small Business Funding,Mortgaged,1
EAA33CDB5,752,2,1,6324,Employed,Home Improvement,Owned,1
445C0085F,642,4,4,2882,Unemployed,Investment,Rented,0
9AE3370E9,945,9,1,2393,Employed,Investment,Mortgaged,1
6F71F2A20,631,7,2,4739,Self-employed,Small Business Funding,Mortgaged,0
7852DD10F,757,2,3,5467,Self-employed,Investment,Mortgaged,1
A87131124,927,8,3,6167,Unemployed,Small Business Funding,Mortgaged,0
1C785CBB4,546,11,4,6413,Self-employed,Investment,Owned,1
DBDC30211,489,7,3,5970,Employed,Investment,Rented,1
AC66374CE,771,9,1,6690,Employed,Education,Mortgaged,1
DAAC1CB01,960,8,3,6474,Self-employed,Home Improvement,Mortgaged,1
21972B536,142,3,3,7002,Unemployed,Education,Rented,0
42C36900A,353,1,1,6231,Unemployed,Education,Mortgaged,1
8187A650C,229,2,1,4777,Self-employed,Investment,Rented,1
C01118609,159,2,3,5692,Employed,Debt Consolidation,Owned,1
34911CEB6,762,4,2,3401,Self-employed,Debt Consolidation,Mortgaged,1
F414DB94B,566,6,1,7238,Self-employed,Home Improvement,Rented,1
E4FDB64FE,386,4,2,2905,Unemployed,Small Business Funding,Mortgaged,0
B0B8BE09D,616,9,2,2529,Employed,Investment,Owned,1
835F86ED4,566,4,4,9078,Unemployed,Home Improvement,Rented,0
889F93276,877,6,2,8809,Unemployed,Education,Rented,0
AA93AB3F3,444,6,4,6618,Employed,Investment,Rented,1
F6ECB10D6,741,10,2,5721,Employed,Education,Mortgaged,1
F65512514,481,11,4,2386,Employed,Home Improvement,Rented,0
E9BDB3E46,878,10,1,4621,Self-employed,Debt Consolidation,Rented,1
9DFC39D39,789,1,3,8726,Employed,Home Improvement,Rented,1
8BA102DFF,352,8,3,2572,Self-employed,Investment,Owned,0
A39CD786C,155,3,4,2643,Unemployed,Investment,Rented,1
B78B80224,562,6,1,8716,Employed,Small Business Funding,Rented,1
9E7978EF5,556,3,4,6071,Self-employed,Debt Consolidation,Rented,1
5FCC15FB2,182,11,4,9013,Self-employed,Investment,Owned,0
628CE0A6A,198,2,1,3292,Self-employed,Debt Consolidation,Rented,1
7ABA1802C,248,5,2,5595,Self-employed,Investment,Mortgaged,1
FF2EBE541,428,1,2,6642,Unemployed,Debt Consolidation,Rented,1
B97993746,255,9,1,7605,Employed,Home Improvement,Mortgaged,0
B5EA2752F,289,11,4,4485,Employed,Debt Consolidation,Owned,0
30C99991D,593,7,3,7682,Employed,Education,Owned,1
E99B023DB,982,3,4,2554,Employed,Home Improvement,Rented,1
A3C457A96,362,4,2,7859,Employed,Investment,Rented,1
0B7073A8B,179,6,1,4158,Employed,Investment,Owned,1
F348C6EE7,499,3,1,5393,Self-employed,Small Business Funding,Owned,0
ADF704D4B,863,7,1,4574,Employed,Education,Owned,1
EC235CDC4,708,6,2,4224,Self-employed,Small Business Funding,Mortgaged,0
0C3B9728F,359,9,4,8817,Unemployed,Home Improvement,Mortgaged,0
13D633154,871,5,1,7670,Self-employed,Small Business Funding,Rented,1
4187451A5,714,4,3,5609,Unemployed,Home Improvement,Mortgaged,0
A736B29C6,651,3,1,6719,Employed,Small Business Funding,Owned,1
1A30A198A,884,10,4,3988,Unemployed,Debt Consolidation,Rented,1
C53DAF068,200,1,2,2943,Unemployed,Home Improvement,Mortgaged,1
F2F50561F,458,3,3,6568,Self-employed,Home Improvement,Rented,0
23E394617,479,3,3,7682,Self-employed,Debt Consolidation,Mortgaged,1
7B4AB65E9,919,7,1,2993,Unemployed,Debt Consolidation,Rented,0
86AF4925A,320,7,4,9022,Unemployed,Education,Owned,0
2A9DABDCB,919,1,1,5459,Employed,Debt Consolidation,Owned,1
B1A0D3EBD,519,3,3,3121,Self-employed,Small Business Funding,Owned,0
E24377224,223,8,1,7530,Unemployed,Debt Consolidation,Mortgaged,1
39BE0DC35,521,9,4,5446,Self-employed,Debt Consolidation,Rented,1
BD7EA0C41,330,7,2,6265,Employed,Home Improvement,Rented,0
BF711538E,789,7,3,7109,Employed,Home Improvement,Rented,1
9A1782954,162,11,4,2055,Unemployed,Debt Consolidation,Mortgaged,1
31C559B58,584,8,1,3756,Employed,Education,Owned,1
74157AEF1,727,6,3,8468,Unemployed,Home Improvement,Owned,1
821823AC0,802,11,1,2657,Self-employed,Small Business Funding,Rented,1
E0C1CC739,673,3,1,7052,Self-employed,Small Business Funding,Rented,1
71756761F,867,1,2,2259,Unemployed,Debt Consolidation,Mortgaged,1
D650ECECA,582,7,1,6736,Unemployed,Debt Consolidation,Rented,0
D19A4719F,618,1,1,4609,Unemployed,Education,Rented,0
D4BCAEF7D,254,1,4,8483,Self-employed,Debt Consolidation,Mortgaged,1
3E981B032,191,9,1,5909,Self-employed,Investment,Rented,1
FE56E64D1,625,10,2,2403,Employed,Investment,Owned,1
DED6F0C6C,554,7,1,8675,Employed,Debt Consolidation,Mortgaged,0
2CB0F265C,840,11,1,9341,Self-employed,Investment,Owned,1
9F7B4716A,697,4,1,2794,Self-employed,Small Business Funding,Rented,1
FB4B3DC92,744,6,3,3561,Unemployed,Debt Consolidation,Rented,0
34498913B,609,1,2,3183,Self-employed,Small Business Funding,Mortgaged,1
F05D07F80,282,7,3,9177,Self-employed,Small Business Funding,Mortgaged,1
1ACF33899,485,6,2,4641,Employed,Investment,Mortgaged,1
F9C5174FD,673,4,2,9423,Employed,Education,Mortgaged,0
B735721C4,830,7,4,4664,Unemployed,Small Business Funding,Rented,1
B0C1EDD7B,504,3,3,8795,Employed,Investment,Rented,1
9DA076D91,345,1,2,6809,Unemployed,Education,Owned,0
427568B1F,841,4,2,8487,Self-employed,Investment,Owned,0
3B8866CA5,690,3,4,5607,Self-employed,Investment,Mortgaged,1
BD0781BD6,760,1,3,7492,Unemployed,Debt Consolidation,Rented,1
06C254DB9,749,2,1,9602,Employed,Home Improvement,Mortgaged,1
882EB15CD,570,11,4,3957,Employed,Education,Mortgaged,1
E64668CA3,925,5,2,4093,Self-employed,Investment,Mortgaged,1
1BA29A05F,987,8,3,3752,Employed,Small Business Funding,Mortgaged,1
DA83A10BA,522,1,2,6999,Unemployed,Small Business Funding,Mortgaged,1
6A992184A,164,4,4,8198,Self-employed,Home Improvement,Rented,1
57B70F1FB,112,4,4,7197,Employed,Education,Owned,1
DC0CD79DE,312,5,3,5562,Self-employed,Debt Consolidation,Mortgaged,1
3EAC35166,341,7,4,3694,Self-employed,Education,Rented,0
1F24D312E,592,8,4,2855,Employed,Small Business Funding,Mortgaged,1
8981C9660,312,6,1,3295,Unemployed,Small Business Funding,Rented,1
0AA5A8466,792,1,2,6755,Employed,Debt Consolidation,Owned,1
803026369,437,7,1,5621,Employed,Debt Consolidation,Owned,1
671307CC4,272,3,1,6206,Employed,Small Business Funding,Rented,1
D7E11E55B,771,6,3,3038,Employed,Investment,Mortgaged,1
C095E4A0B,263,8,4,8221,Employed,Investment,Owned,1
BCA5F4CAC,564,7,2,6596,Employed,Debt Consolidation,Mortgaged,1
A7492BB12,596,10,2,8731,Unemployed,Investment,Mortgaged,1
A6A39C781,799,6,2,6513,Self-employed,Debt Consolidation,Rented,1
E4F2C46A8,494,9,4,7959,Unemployed,Education,Mortgaged,1
CA551C078,802,9,2,6370,Employed,Education,Rented,0
C9866BAE6,407,1,2,9661,Unemployed,Education,Rented,1
8E4806A0F,867,1,4,7316,Self-employed,Debt Consolidation,Rented,1
3849218BD,282,1,3,5447,Unemployed,Debt Consolidation,Owned,1
19C354D47,728,8,2,7850,Employed,Investment,Mortgaged,1
75A49AADF,893,10,4,9230,Self-employed,Investment,Rented,1
52AC6D237,609,7,1,5432,Employed,Investment,Rented,1
FEEF9D842,807,3,4,9116,Employed,Home Improvement,Mortgaged,1
4523CE109,645,2,1,9711,Self-employed,Debt Consolidation,Owned,0
353989399,663,4,4,9134,Self-employed,Education,Rented,1
A39895EF1,723,3,2,7864,Employed,Education,Rented,0
D9EB2B5FF,863,7,3,7229,Unemployed,Home Improvement,Rented,0
C7647977A,693,10,3,5748,Self-employed,Home Improvement,Rented,1
72DD62E09,843,8,2,4241,Unemployed,Education,Mortgaged,1
998714556,326,6,1,7638,Unemployed,Debt Consolidation,Rented,1
4DC9D1BBA,844,3,4,8063,Self-employed,Education,Owned,1
97A302279,832,6,2,9818,Unemployed,Education,Mortgaged,1
F32AD2656,535,2,4,5530,Self-employed,Home Improvement,Owned,1
EE0197524,521,7,2,8998,Self-employed,Home Improvement,Mortgaged,1
3055870E5,653,11,2,6894,Self-employed,Investment,Mortgaged,1
74D89C32E,120,10,4,3963,Self-employed,Home Improvement,Mortgaged,0
D18E71237,653,7,3,8444,Unemployed,Education,Owned,1
B0AB77449,496,4,3,5015,Unemployed,Investment,Owned,0
86444A421,724,8,1,8711,Self-employed,Education,Rented,1
2A67D8F31,204,4,4,8815,Self-employed,Debt Consolidation,Owned,1
886F40586,291,7,1,5567,Self-employed,Debt Consolidation,Rented,0
E121C3BD5,116,4,2,8292,Self-employed,Home Improvement,Mortgaged,1
77E4C6310,219,5,1,5870,Employed,Investment,Rented,0
B785ACA1E,492,7,2,6864,Unemployed,Small Business Funding,Owned,1
FAD4D7877,524,10,4,3484,Unemployed,Debt Consolidation,Mortgaged,0
715A03CBB,228,3,4,6234,Self-employed,Debt Consolidation,Mortgaged,0
801B57064,229,10,4,6956,Employed,Debt Consolidation,Rented,1
926E5E7C3,671,5,4,7955,Employed,Debt Consolidation,Rented,1
2B908B1D0,659,11,1,4339,Employed,Home Improvement,Owned,1
4ACA3D184,128,3,2,2334,Self-employed,Investment,Mortgaged,0
C382E4C6F,196,5,3,8842,Employed,Debt Consolidation,Rented,1
32573BC4E,109,3,4,3858,Self-employed,Home Improvement,Mortgaged,0
7457700BF,341,11,4,3207,Employed,Investment,Owned,1
AF9753951,925,10,2,8450,Self-employed,Investment,Mortgaged,0
E271866B7,331,11,3,2924,Self-employed,Small Business Funding,Rented,1
3E8955DD7,888,7,4,7076,Unemployed,Education,Owned,1
3BE822022,383,1,3,4945,Self-employed,Debt Consolidation,Owned,1
469775223,814,9,4,7381,Employed,Home Improvement,Mortgaged,1
378ECBFDA,858,9,1,9070,Unemployed,Investment,Rented,1
7E66F40A2,901,5,1,7429,Employed,Small Business Funding,Mortgaged,0
D9DCE1611,875,9,3,6439,Self-employed,Education,Mortgaged,0
015CB222C,825,10,2,9591,Unemployed,Investment,Mortgaged,0
802B263BA,299,6,2,6752,Self-employed,Investment,Rented,1
C034C0EFE,178,5,1,7892,Self-employed,Debt Consolidation,Mortgaged,1
86619B11A,954,3,2,5585,Employed,Education,Mortgaged,1
235338B25,955,11,2,7945,Employed,Education,Owned,0
A7D99DE39,272,11,2,9691,Employed,Home Improvement,Owned,1
2BB620BEA,566,8,3,6356,Unemployed,Small Business Funding,Owned,1
9E30E338E,680,4,3,7481,Employed,Home Improvement,Rented,1
CC4AB961C,515,10,2,6027,Self-employed,Small Business Funding,Mortgaged,0
D8D0C756E,548,3,1,6264,Unemployed,Home Improvement,Mortgaged,1
0A0EF80FE,186,6,2,6755,Employed,Small Business Funding,Owned,1
439B74800,200,8,4,6295,Employed,Debt Consolidation,Mortgaged,1
1E690E499,107,9,1,7504,Employed,Small Business Funding,Rented,1
457885396,944,6,3,9479,Self-employed,Home Improvement,Mortgaged,0
B8F08E140,299,5,4,6677,Employed,Education,Owned,1
A184FA8FF,604,11,2,9479,Self-employed,Investment,Rented,0
FB29AE3CA,186,2,2,6661,Unemployed,Small Business Funding,Mortgaged,1
BA5D36426,142,2,1,8538,Employed,Small Business Funding,Mortgaged,1
B2D49007D,484,9,1,5842,Self-employed,Education,Mortgaged,1
11740E685,720,2,2,4398,Employed,Debt Consolidation,Rented,0
CF9A6F2FB,534,2,2,2027,Employed,Home Improvement,Mortgaged,0
555307088,507,3,1,5950,Unemployed,Debt Consolidation,Owned,1
AD8A6C162,582,3,4,3898,Unemployed,Small Business Funding,Owned,1
F06CBB4EA,763,4,3,6727,Self-employed,Small Business Funding,Owned,0
2D5061876,116,7,1,9300,Self-employed,Debt Consolidation,Owned,0
22E678F2E,744,9,4,4427,Self-employed,Home Improvement,Rented,1
281C0DCBB,247,2,2,3625,Unemployed,Small Business Funding,Owned,0
4ACDAF732,376,4,3,4575,Self-employed,Small Business Funding,Owned,1
06A25F8B9,331,9,4,4036,Unemployed,Debt Consolidation,Owned,1
9AB92D665,925,2,3,3310,Unemployed,Investment,Rented,0
45958EB4D,465,10,3,5355,Employed,Education,Rented,1
9BA4498D2,327,11,3,9046,Employed,Small Business Funding,Mortgaged,0
B06C2EAEE,750,1,4,7861,Self-employed,Home Improvement,Owned,0
753016C61,535,10,4,5720,Unemployed,Investment,Mortgaged,0
98014AB31,498,8,2,6902,Unemployed,Debt Consolidation,Rented,1
020667198,310,9,3,4274,Unemployed,Debt Consolidation,Mortgaged,1
CD43F9262,490,7,1,9594,Employed,Home Improvement,Rented,1
B6E9015AD,598,8,1,4074,Unemployed,Investment,Mortgaged,1
2B85367AD,639,4,1,9499,Self-employed,Home Improvement,Owned,0
26B3EBD9B,662,4,4,7236,Self-employed,Small Business Funding,Rented,1
85847A642,590,2,2,2088,Employed,Investment,Rented,0
8565D0C30,541,8,4,8762,Self-employed,Education,Rented,1
B1471C731,360,11,3,5804,Unemployed,Education,Owned,1
F4C64F07C,872,2,1,7854,Unemployed,Home Improvement,Owned,1
18144C8C2,449,9,4,2121,Self-employed,Education,Rented,1
66A475BDA,451,4,1,8013,Employed,Home Improvement,Rented,1
868FAA682,619,1,4,6961,Unemployed,Small Business Funding,Owned,1
1518F3D26,419,4,1,2032,Unemployed,Small Business Funding,Owned,0
0904342D6,237,3,3,6698,Employed,Home Improvement,Owned,1
51B651C8E,649,6,1,2695,Unemployed,Small Business Funding,Owned,1
B0E6A94EB,722,7,3,9031,Self-employed,Education,Owned,0
10C64634E,467,8,3,5841,Self-employed,Small Business Funding,Owned,0
4C65BB587,319,2,4,9565,Employed,Education,Mortgaged,1
5D7189044,436,6,4,2524,Employed,Education,Owned,1
4FD0C504F,322,6,4,7143,Self-employed,Debt Consolidation,Owned,1
42C030990,747,10,3,7444,Employed,Small Business Funding,Rented,1
F3791D080,867,5,2,8177,Self-employed,Small Business Funding,Rented,1
52706B58C,459,10,2,2246,Employed,Home Improvement,Mortgaged,1
0B23356B0,428,10,3,5926,Self-employed,Home Improvement,Owned,0
8F14A8798,562,7,3,9186,Unemployed,Investment,Rented,1
CDFFCD3EA,660,3,4,5101,Unemployed,Education,Rented,0
F005B3FF6,903,4,4,4096,Self-employed,Debt Consolidation,Mortgaged,1
DFB900920,481,10,4,3962,Unemployed,Education,Owned,0
28D405F27,935,9,2,4959,Self-employed,Small Business Funding,Rented,0
8B5087EE6,689,4,2,4227,Employed,Investment,Owned,0
B88FE2A08,716,3,3,3393,Unemployed,Education,Mortgaged,1
E81F3A479,268,2,2,3907,Unemployed,Investment,Mortgaged,0
E6587D6AE,316,5,4,4023,Unemployed,Education,Owned,1
6FAE2D032,477,4,4,6833,Self-employed,Small Business Funding,Mortgaged,1
95C33C34F,218,8,4,8064,Unemployed,Small Business Funding,Rented,0
962C1D60B,289,7,4,9562,Employed,Education,Mortgaged,0
19883D80B,866,6,4,8733,Unemployed,Debt Consolidation,Mortgaged,1
996B1CB05,469,11,1,8639,Employed,Small Business Funding,Owned,0
A55DF7774,877,2,3,4478,Unemployed,Home Improvement,Rented,1
C08D976B8,248,3,3,9374,Unemployed,Debt Consolidation,Owned,1
CC28907E3,775,10,2,9202,Employed,Education,Owned,1
77E877CFD,751,9,4,9929,Unemployed,Debt Consolidation,Owned,1
4C4841B87,958,9,1,9750,Employed,Home Improvement,Mortgaged,1
80974693A,587,5,4,7532,Employed,Small Business Funding,Mortgaged,1
F7DFA2C6D,869,3,4,6459,Employed,Small Business Funding,Owned,0
D23990EA1,473,2,2,8453,Unemployed,Small Business Funding,Mortgaged,0
D943BD61D,880,8,1,2981,Unemployed,Home Improvement,Mortgaged,1
997921FE8,792,6,1,7398,Employed,Debt Consolidation,Owned,1
A349622F6,259,10,3,5223,Unemployed,Education,Rented,1
8463022EF,450,11,4,2226,Self-employed,Education,Rented,0
B4A930B41,387,7,1,3266,Employed,Debt Consolidation,Mortgaged,0
